PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),QC,STATION_NUMBER
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,739,5.312,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,740,5.318,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,741,5.288,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,742,5.283,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,743,5.271,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,744,5.261,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,745,5.2485,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,746,5.242,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,747,5.235,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,748,5.229,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,749,5.219,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,750,5.202,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,751,5.1975,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,752,5.206,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,753,5.197,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,754,5.195,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,755,5.193,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,756,5.178,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,757,5.159,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,758,5.1365,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,759,5.137,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,760,5.159,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,761,5.159,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,762,5.124,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,763,5.1185,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,764,5.106,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,765,5.097,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,766,5.075,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,767,5.057,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,768,5.047,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,769,5.029,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,770,5.011,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,771,5.0025,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,772,4.981,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,773,4.972,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,774,4.9475,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,775,4.932,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,776,4.92,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,777,4.9205,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,778,4.909,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,779,4.8985,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,780,4.8945,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,781,4.88,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,782,4.856,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,783,4.85,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,784,4.838,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,785,4.836,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,786,4.822,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,787,4.813,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,788,4.7985,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,789,4.803,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,790,4.7945,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,791,4.7935,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,792,4.786,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,793,4.779,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,794,4.7935,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,795,4.803,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,796,4.7885,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,797,4.787,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,798,4.7855,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,799,4.7725,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,800,4.739,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,801,4.7755,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,802,4.777,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,803,4.786,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,804,4.7675,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,805,4.769,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,806,4.734,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,807,4.721,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,808,4.715,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,809,4.6865,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,810,4.6665,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,811,4.65,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,812,4.632,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,813,4.599,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,814,4.58,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,815,4.5885,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,816,4.573,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,817,4.5335,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,818,4.557,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,819,4.55,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,820,4.5535,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,821,4.559,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,822,4.539,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,823,4.549,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,824,4.544,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,825,4.53,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,826,4.544,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,827,4.542,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,828,4.5385,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,829,4.5425,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,830,4.566,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,831,4.547,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,832,4.565,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,833,4.553,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,834,4.5555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,835,4.5215,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,836,4.516,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,837,4.4845,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,838,4.463,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,839,4.4555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,840,4.457,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,841,4.45,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,842,4.4525,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,843,4.438,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,844,4.437,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,845,4.414,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,846,4.413,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,847,4.397,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,848,4.3925,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,849,4.3925,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,850,4.402,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,851,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,852,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,853,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,854,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,855,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,856,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,857,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,858,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,859,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,860,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,861,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,862,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,863,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,864,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,865,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,866,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,867,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,868,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,869,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,870,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,871,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,872,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,873,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,874,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,875,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,876,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,877,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,878,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,879,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,880,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,881,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,882,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,883,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,884,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,885,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,886,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,887,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,888,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,889,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,890,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,891,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,892,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,893,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,894,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,895,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,896,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,897,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,898,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,899,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,900,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,901,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,902,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,903,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,904,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,905,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,906,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,907,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,908,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,909,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,910,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,911,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,912,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,913,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,914,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,915,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,916,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,917,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,918,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,919,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,920,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,921,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,922,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,923,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,924,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,925,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,926,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,927,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,928,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,929,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,930,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,931,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,932,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,933,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,934,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,935,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,936,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,937,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,938,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,939,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,940,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,941,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,942,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,943,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,944,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,945,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,946,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,947,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,948,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,949,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,950,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,951,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,952,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,953,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,954,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,955,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,956,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,957,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,958,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,959,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,960,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,961,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,962,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,963,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,964,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,965,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,966,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,967,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,968,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,969,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,970,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,971,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,972,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,973,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,974,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,975,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,976,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,977,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,978,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,979,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,980,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,981,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,982,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,983,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,984,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,985,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,986,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,987,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,988,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,989,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,990,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,991,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,992,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,993,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,994,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,995,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,996,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,997,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,998,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,999,,011119,13098775
